Date	Time	JD	PH_GEO.AH06B.CCO %
4/20/15	16:08:41	2457133.17	24.678854
4/20/15	16:23:41	2457133.18	32.055752
4/20/15	16:38:41	2457133.19	25.733509
4/20/15	16:53:41	2457133.20	21.960094
4/20/15	17:08:41	2457133.21	33.81102
4/20/15	17:23:41	2457133.22	26.702747
4/20/15	17:38:41	2457133.24	20.224459
4/20/15	17:53:41	2457133.25	29.745892
4/20/15	18:08:41	2457133.26	30.302431
4/20/15	18:23:41	2457133.27	19.338829
4/20/15	18:38:41	2457133.28	13.744922
4/20/15	18:53:41	2457133.29	9.362597
4/20/15	19:08:41	2457133.30	6.137172
4/20/15	19:23:41	2457133.31	5.161242
4/20/15	19:38:41	2457133.32	7.267674
4/20/15	19:53:41	2457133.33	0
4/20/15	20:08:41	2457133.34	0
4/20/15	20:23:41	2457133.35	0
4/20/15	20:38:41	2457133.36	0
4/20/15	20:53:41	2457133.37	0
4/20/15	21:08:41	2457133.38	0
4/20/15	21:23:41	2457133.39	0
4/20/15	21:38:41	2457133.40	0
4/20/15	21:53:41	2457133.41	0
4/20/15	22:08:41	2457133.42	0
4/20/15	22:23:41	2457133.43	0
4/20/15	22:38:41	2457133.44	0
4/20/15	22:53:41	2457133.45	0
4/20/15	23:08:41	2457133.46	0
4/20/15	23:23:41	2457133.47	0
4/20/15	23:38:41	2457133.49	0
4/20/15	23:53:41	2457133.50	0
4/21/15	0:00:00	2457133.50	0
4/21/15	0:08:41	2457133.51	0
4/21/15	0:23:41	2457133.52	0
4/21/15	0:38:41	2457133.53	0
4/21/15	0:53:41	2457133.54	93.740082
4/21/15	1:08:41	2457133.55	0
4/21/15	1:23:41	2457133.56	34.801617
4/21/15	1:38:41	2457133.57	70.860405
4/21/15	1:53:41	2457133.58	0
4/21/15	2:08:42	2457133.59	96.648216
4/21/15	2:23:42	2457133.60	0
4/21/15	2:38:42	2457133.61	23.067715
4/21/15	2:53:42	2457133.62	100
4/21/15	3:08:42	2457133.63	0
4/21/15	3:23:42	2457133.64	82.743797
4/21/15	3:38:42	2457133.65	12.376949
4/21/15	3:53:42	2457133.66	0
4/21/15	4:08:42	2457133.67	99.90995
4/21/15	4:23:42	2457133.68	0
4/21/15	4:38:42	2457133.69	2.605678
4/21/15	4:53:42	2457133.70	100
4/21/15	5:08:42	2457133.71	0
4/21/15	5:23:42	2457133.72	16.449476
4/21/15	5:38:42	2457133.74	100
4/21/15	5:53:42	2457133.75	0
4/21/15	6:08:42	2457133.76	0
4/21/15	6:23:42	2457133.77	99.962639
4/21/15	6:38:42	2457133.78	0
4/21/15	6:53:42	2457133.79	0
4/21/15	7:08:42	2457133.80	50.060753
4/21/15	7:23:42	2457133.81	0
4/21/15	7:38:42	2457133.82	0
4/21/15	7:53:42	2457133.83	0
4/21/15	8:08:42	2457133.84	0
4/21/15	8:23:42	2457133.85	0
4/21/15	8:38:42	2457133.86	0
4/21/15	8:53:42	2457133.87	0
4/21/15	9:08:42	2457133.88	0
4/21/15	9:23:42	2457133.89	0
4/21/15	9:38:42	2457133.90	0
4/21/15	9:53:42	2457133.91	2.340437
4/21/15	10:08:42	2457133.92	0.789403
4/21/15	10:23:42	2457133.93	0
4/21/15	10:38:42	2457133.94	0
4/21/15	10:53:42	2457133.95	0
4/21/15	11:08:42	2457133.96	8.938599
4/21/15	11:23:42	2457133.97	8.646306
4/21/15	11:38:42	2457133.99	0
4/21/15	11:53:42	2457134.00	1.542031
4/21/15	12:08:42	2457134.01	0
4/21/15	12:23:42	2457134.02	5.247672
4/21/15	12:38:42	2457134.03	8.669128
4/21/15	12:53:42	2457134.04	11.10842
4/21/15	13:08:42	2457134.05	13.923602
4/21/15	13:23:42	2457134.06	9.413845
4/21/15	13:38:42	2457134.07	14.711893
4/21/15	13:53:42	2457134.08	15.333099
4/21/15	14:08:42	2457134.09	12.698997
4/21/15	14:23:42	2457134.10	12.83262
4/21/15	14:38:42	2457134.11	11.862074
4/21/15	14:53:42	2457134.12	9.212734
4/21/15	15:08:42	2457134.13	9.614062
4/21/15	15:23:42	2457134.14	6.891087
4/21/15	15:38:42	2457134.15	10.292751
4/21/15	15:53:42	2457134.16	9.222412
4/21/15	16:08:42	2457134.17	0
4/21/15	16:23:42	2457134.18	0
4/21/15	16:38:42	2457134.19	0
4/21/15	16:53:42	2457134.20	0
4/21/15	17:08:42	2457134.21	0
4/21/15	17:23:42	2457134.22	0
4/21/15	17:38:42	2457134.24	0
4/21/15	17:53:42	2457134.25	0
4/21/15	18:08:42	2457134.26	0
4/21/15	18:23:42	2457134.27	0
4/21/15	18:38:42	2457134.28	0
4/21/15	18:53:42	2457134.29	0
4/21/15	19:08:42	2457134.30	0
4/21/15	19:23:42	2457134.31	0
4/21/15	19:38:42	2457134.32	0
4/21/15	19:53:42	2457134.33	0
4/21/15	20:08:42	2457134.34	0
4/21/15	20:23:42	2457134.35	0
4/21/15	20:38:42	2457134.36	0
4/21/15	20:53:42	2457134.37	0
4/21/15	21:08:42	2457134.38	0
4/21/15	21:23:42	2457134.39	0
4/21/15	21:38:42	2457134.40	0
4/21/15	21:53:42	2457134.41	0
4/21/15	22:08:42	2457134.42	0
4/21/15	22:23:42	2457134.43	0
4/21/15	22:38:42	2457134.44	0
4/21/15	22:53:42	2457134.45	0
4/21/15	23:08:42	2457134.46	0
4/21/15	23:23:42	2457134.47	0
4/21/15	23:38:42	2457134.49	0
4/21/15	23:53:42	2457134.50	11.935382
4/22/15	0:08:42	2457134.51	45.730766
4/22/15	0:23:42	2457134.52	0
4/22/15	0:38:42	2457134.53	0
4/22/15	0:53:42	2457134.54	38.954731
4/22/15	1:08:42	2457134.55	81.623451
4/22/15	1:23:42	2457134.56	0
4/22/15	1:38:42	2457134.57	0.126844
4/22/15	1:53:42	2457134.58	99.916992
4/22/15	2:08:41	2457134.59	0
4/22/15	2:23:41	2457134.60	0
4/22/15	2:38:41	2457134.61	93.795143
4/22/15	2:53:41	2457134.62	1.435699
4/22/15	3:08:41	2457134.63	0
4/22/15	3:23:41	2457134.64	70.994415
4/22/15	3:38:41	2457134.65	70.405037
4/22/15	3:53:41	2457134.66	0
4/22/15	4:08:41	2457134.67	0
4/22/15	4:23:41	2457134.68	86.713432
4/22/15	4:38:41	2457134.69	78.654243
4/22/15	4:53:41	2457134.70	0
4/22/15	5:08:41	2457134.71	0
4/22/15	5:23:41	2457134.72	81.822861
4/22/15	5:38:41	2457134.74	95.193176
4/22/15	5:53:41	2457134.75	0
4/22/15	6:08:41	2457134.76	0
4/22/15	6:23:41	2457134.77	89.967064
4/22/15	6:38:41	2457134.78	51.640038
4/22/15	6:53:41	2457134.79	0
4/22/15	7:08:41	2457134.80	0
4/22/15	7:23:41	2457134.81	0
4/22/15	7:38:41	2457134.82	0
4/22/15	7:53:41	2457134.83	0
4/22/15	8:08:41	2457134.84	0
4/22/15	8:23:41	2457134.85	0
4/22/15	8:38:41	2457134.86	0
4/22/15	8:53:41	2457134.87	0
4/22/15	9:08:41	2457134.88	0
4/22/15	9:23:41	2457134.89	0
4/22/15	9:38:41	2457134.90	0
4/22/15	9:53:41	2457134.91	0
4/22/15	10:08:41	2457134.92	0
4/22/15	10:23:41	2457134.93	0
4/22/15	10:38:41	2457134.94	0
4/22/15	10:53:41	2457134.95	0
4/22/15	11:08:41	2457134.96	4.218597
4/22/15	11:23:41	2457134.97	11.93124
4/22/15	11:38:41	2457134.99	0
4/22/15	11:53:41	2457135.00	0
4/22/15	12:08:41	2457135.01	0
4/22/15	12:23:41	2457135.02	5.917184
4/22/15	12:38:41	2457135.03	23.460411
4/22/15	12:53:41	2457135.04	23.246809
4/22/15	13:08:41	2457135.05	23.054504
4/22/15	13:23:41	2457135.06	21.421661
4/22/15	13:38:41	2457135.07	33.49324
4/22/15	13:53:41	2457135.08	100
4/22/15	14:08:41	2457135.09	100
4/22/15	14:23:41	2457135.10	39.879578
4/22/15	14:38:41	2457135.11	31.874561
4/22/15	14:53:41	2457135.12	32.386036
4/22/15	15:08:41	2457135.13	27.865891
4/22/15	15:23:41	2457135.14	29.300522
4/22/15	15:38:41	2457135.15	29.966009
4/22/15	15:53:41	2457135.16	29.139559
4/22/15	16:08:41	2457135.17	32.16563
4/22/15	16:23:41	2457135.18	28.256159
4/22/15	16:38:41	2457135.19	29.262289
4/22/15	16:53:41	2457135.20	26.223959
4/22/15	17:08:41	2457135.21	26.050602
4/22/15	17:23:41	2457135.22	32.212101
4/22/15	17:38:41	2457135.24	25.867819
4/22/15	17:53:41	2457135.25	24.334955
4/22/15	18:08:41	2457135.26	17.680162
4/22/15	18:23:41	2457135.27	11.791099
4/22/15	18:38:41	2457135.28	13.211452
4/22/15	18:53:41	2457135.29	16.065849
4/22/15	19:08:41	2457135.30	11.934117
4/22/15	19:23:41	2457135.31	14.257355
4/22/15	19:38:41	2457135.32	3.017927
4/22/15	19:53:41	2457135.33	0
4/22/15	20:08:41	2457135.34	0
4/22/15	20:23:41	2457135.35	0
4/22/15	20:38:41	2457135.36	0
4/22/15	20:53:41	2457135.37	0
4/22/15	21:08:41	2457135.38	0
4/22/15	21:23:41	2457135.39	0
4/22/15	21:38:41	2457135.40	0
4/22/15	21:53:41	2457135.41	0
4/22/15	22:08:41	2457135.42	0
4/22/15	22:23:41	2457135.43	0
4/22/15	22:38:41	2457135.44	0
4/22/15	22:53:41	2457135.45	0
4/22/15	23:08:41	2457135.46	0
4/22/15	23:23:41	2457135.47	10.472369
4/22/15	23:38:41	2457135.49	0
4/22/15	23:53:41	2457135.50	0
4/23/15	0:08:41	2457135.51	0
4/23/15	0:23:41	2457135.52	27.625057
4/23/15	0:38:41	2457135.53	45.785698
4/23/15	0:53:41	2457135.54	0
4/23/15	1:08:41	2457135.55	0
4/23/15	1:23:41	2457135.56	0
4/23/15	1:38:41	2457135.57	0
4/23/15	1:53:41	2457135.58	0
4/23/15	2:08:54	2457135.59	1.003483
4/23/15	2:23:54	2457135.60	0
4/23/15	2:38:54	2457135.61	92.864815
4/23/15	2:53:54	2457135.62	14.996861
4/23/15	3:08:54	2457135.63	0
4/23/15	3:23:54	2457135.64	82.470375
4/23/15	3:38:54	2457135.65	58.072227
4/23/15	3:53:54	2457135.66	0
4/23/15	4:08:54	2457135.67	62.960445
4/23/15	4:23:54	2457135.68	99.997452
4/23/15	4:38:54	2457135.69	0
4/23/15	4:53:54	2457135.70	39.852688
4/23/15	5:08:54	2457135.71	100
4/23/15	5:23:54	2457135.72	0
4/23/15	5:38:54	2457135.74	11.63729
4/23/15	5:53:54	2457135.75	99.951759
4/23/15	6:08:54	2457135.76	0
4/23/15	6:23:54	2457135.77	0
4/23/15	6:38:54	2457135.78	97.730171
4/23/15	6:53:54	2457135.79	26.205315
4/23/15	7:08:54	2457135.80	0
4/23/15	7:23:54	2457135.81	0
4/23/15	7:38:54	2457135.82	0
4/23/15	7:53:54	2457135.83	0
4/23/15	8:08:54	2457135.84	0
4/23/15	8:23:54	2457135.85	0
4/23/15	8:38:54	2457135.86	0
4/23/15	8:53:54	2457135.87	0
4/23/15	9:08:54	2457135.88	0
4/23/15	9:23:54	2457135.89	0
4/23/15	9:38:54	2457135.90	0
4/23/15	9:53:54	2457135.91	0
4/23/15	10:08:54	2457135.92	0
4/23/15	10:23:54	2457135.93	15.074049
4/23/15	10:38:54	2457135.94	0
4/23/15	10:53:54	2457135.95	7.029245
4/23/15	11:08:54	2457135.96	11.28176
4/23/15	11:23:54	2457135.97	13.744681
4/23/15	11:38:54	2457135.99	10.750646
4/23/15	11:53:54	2457136.00	17.908325
4/23/15	12:08:54	2457136.01	18.630568
4/23/15	12:23:54	2457136.02	18.253326
4/23/15	12:38:54	2457136.03	25.467749
4/23/15	12:53:54	2457136.04	24.248419
4/23/15	13:08:54	2457136.05	17.611933
4/23/15	13:23:54	2457136.06	28.7617
4/23/15	13:38:54	2457136.07	24.51779
4/23/15	13:53:54	2457136.08	19.267197
4/23/15	14:08:54	2457136.09	25.283222
4/23/15	14:23:54	2457136.10	33.853134
4/23/15	14:38:54	2457136.11	22.04929
4/23/15	14:53:54	2457136.12	25.488995
4/23/15	15:08:54	2457136.13	25.347054
4/23/15	15:23:54	2457136.14	25.578785
4/23/15	15:38:54	2457136.15	26.377989
4/23/15	15:53:54	2457136.16	26.041533
4/23/15	16:08:54	2457136.17	24.910957
4/23/15	16:23:54	2457136.18	25.567543
4/23/15	16:38:54	2457136.19	93.273605
4/23/15	16:53:54	2457136.20	16.112808
4/23/15	17:08:54	2457136.21	36.345913
4/23/15	17:23:54	2457136.22	20.627934
4/23/15	17:38:54	2457136.24	30.823248
4/23/15	17:53:54	2457136.25	25.909748
4/23/15	18:08:54	2457136.26	27.718491
4/23/15	18:23:54	2457136.27	27.688007
4/23/15	18:38:54	2457136.28	22.115938
4/23/15	18:53:54	2457136.29	20.307314
4/23/15	19:08:54	2457136.30	6.779611
4/23/15	19:23:54	2457136.31	15.622646
4/23/15	19:38:54	2457136.32	0
4/23/15	19:53:54	2457136.33	0
4/23/15	20:08:54	2457136.34	0
4/23/15	20:23:54	2457136.35	0
4/23/15	20:38:54	2457136.36	0
4/23/15	20:53:54	2457136.37	0
4/23/15	21:08:54	2457136.38	0
4/23/15	21:23:54	2457136.39	0
4/23/15	21:38:54	2457136.40	0
4/23/15	21:53:54	2457136.41	0
4/23/15	22:08:54	2457136.42	0
4/23/15	22:23:54	2457136.43	0
4/23/15	22:38:54	2457136.44	0
4/23/15	22:53:54	2457136.45	0
4/23/15	23:08:54	2457136.46	0
4/23/15	23:23:54	2457136.47	49.051296
4/23/15	23:38:54	2457136.49	66.718796
4/23/15	23:53:54	2457136.50	64.52916
4/24/15	0:08:54	2457136.51	58.93531
4/24/15	0:23:54	2457136.52	51.66663
4/24/15	0:38:54	2457136.53	42.181267
4/24/15	0:53:54	2457136.54	35.646561
4/24/15	1:08:54	2457136.55	24.743805
4/24/15	1:23:54	2457136.56	13.605369
4/24/15	1:38:54	2457136.57	2.702615
4/24/15	1:53:54	2457136.58	0
4/24/15	2:08:54	2457136.59	0
4/24/15	2:23:54	2457136.60	0
4/24/15	2:38:54	2457136.61	0
4/24/15	2:53:54	2457136.62	0
4/24/15	3:08:54	2457136.63	0
4/24/15	3:23:54	2457136.64	0
4/24/15	3:38:54	2457136.65	0
4/24/15	3:53:54	2457136.66	0
4/24/15	4:08:54	2457136.67	0
4/24/15	4:23:54	2457136.68	0
4/24/15	4:38:54	2457136.69	0
4/24/15	4:53:54	2457136.70	0
4/24/15	5:08:54	2457136.71	0
4/24/15	5:23:54	2457136.72	0
4/24/15	5:38:54	2457136.74	0
4/24/15	5:53:54	2457136.75	0
4/24/15	6:08:54	2457136.76	0
4/24/15	6:23:54	2457136.77	0
4/24/15	6:38:54	2457136.78	0
4/24/15	6:53:54	2457136.79	0
4/24/15	7:08:54	2457136.80	0
4/24/15	7:23:54	2457136.81	0
4/24/15	7:38:54	2457136.82	0
4/24/15	7:53:54	2457136.83	0
4/24/15	8:08:54	2457136.84	0
4/24/15	8:23:54	2457136.85	0
4/24/15	8:38:54	2457136.86	0
4/24/15	8:53:54	2457136.87	0
4/24/15	9:08:54	2457136.88	0
4/24/15	9:23:54	2457136.89	0
4/24/15	9:38:54	2457136.90	0
4/24/15	9:53:54	2457136.91	1.58626
4/24/15	10:08:54	2457136.92	0
4/24/15	10:23:54	2457136.93	9.714596
4/24/15	10:38:54	2457136.94	13.291016
4/24/15	10:53:54	2457136.95	8.642056
4/24/15	11:08:54	2457136.96	3.927917
4/24/15	11:23:54	2457136.97	12.342507
4/24/15	11:38:54	2457136.99	9.292211
4/24/15	11:53:54	2457137.00	19.46311
4/24/15	12:08:54	2457137.01	20.945391
4/24/15	12:23:54	2457137.02	13.896005
4/24/15	12:38:54	2457137.03	6.894183
4/24/15	12:53:54	2457137.04	11.205685
4/24/15	13:08:54	2457137.05	10.872847
4/24/15	13:23:54	2457137.06	13.238003
4/24/15	13:38:54	2457137.07	10.237754
4/24/15	13:53:54	2457137.08	14.377333
4/24/15	14:08:54	2457137.09	18.950914
4/24/15	14:23:54	2457137.10	15.656673
4/24/15	14:38:54	2457137.11	17.688076
4/24/15	14:53:54	2457137.12	15.191456
4/24/15	15:08:54	2457137.13	19.994137
4/24/15	15:23:54	2457137.14	14.481482
4/24/15	15:38:54	2457137.15	22.51417
4/24/15	15:53:54	2457137.16	14.495109
4/24/15	16:08:54	2457137.17	17.606682
4/24/15	16:23:54	2457137.18	16.219831
4/24/15	16:38:54	2457137.19	19.104614
4/24/15	16:53:54	2457137.20	3.511898
4/24/15	17:08:54	2457137.21	0.87786
4/24/15	17:23:54	2457137.22	0
4/24/15	17:38:54	2457137.24	0
4/24/15	17:53:54	2457137.25	2.021201
4/24/15	18:08:54	2457137.26	0
4/24/15	18:23:54	2457137.27	0
4/24/15	18:38:54	2457137.28	0
4/24/15	18:53:54	2457137.29	0
4/24/15	19:08:54	2457137.30	0
4/24/15	19:23:54	2457137.31	0
4/24/15	19:38:54	2457137.32	0
4/24/15	19:53:54	2457137.33	0
4/24/15	20:08:54	2457137.34	0
4/24/15	20:23:54	2457137.35	0
4/24/15	20:38:54	2457137.36	0
4/24/15	20:53:54	2457137.37	0
4/24/15	21:08:54	2457137.38	0
4/24/15	21:23:54	2457137.39	0
4/24/15	21:38:54	2457137.40	0
4/24/15	21:53:54	2457137.41	0
4/24/15	22:08:54	2457137.42	0
4/24/15	22:23:54	2457137.43	0
4/24/15	22:38:54	2457137.44	0
4/24/15	22:53:54	2457137.45	0
4/24/15	23:08:54	2457137.46	23.29348
4/24/15	23:23:54	2457137.47	0
4/24/15	23:38:54	2457137.49	32.719856
4/24/15	23:53:54	2457137.50	100
4/25/15	0:08:54	2457137.51	0
4/25/15	0:23:54	2457137.52	100
4/25/15	0:38:54	2457137.53	0
4/25/15	0:53:54	2457137.54	99.941147
4/25/15	1:08:54	2457137.55	0
4/25/15	1:23:54	2457137.56	88.569099
4/25/15	1:38:54	2457137.57	0
4/25/15	1:53:54	2457137.58	60.167458
4/25/15	2:08:54	2457137.59	45.766277
4/25/15	2:23:54	2457137.60	30.724924
4/25/15	2:38:54	2457137.61	97.305061
4/25/15	2:53:54	2457137.62	9.21354
4/25/15	3:08:54	2457137.63	100
4/25/15	3:23:54	2457137.64	0
4/25/15	3:38:54	2457137.65	100
4/25/15	3:53:54	2457137.66	0
4/25/15	4:08:54	2457137.67	100
4/25/15	4:23:54	2457137.68	0
4/25/15	4:38:54	2457137.69	100
4/25/15	4:53:54	2457137.70	0
4/25/15	5:08:54	2457137.71	54.817417
4/25/15	5:23:54	2457137.72	65.778175
4/25/15	5:38:54	2457137.74	0
4/25/15	5:53:54	2457137.75	89.021019
4/25/15	6:08:54	2457137.76	0.057853
4/25/15	6:23:54	2457137.77	0
4/25/15	6:38:54	2457137.78	98.536858
4/25/15	6:53:54	2457137.79	0
4/25/15	7:08:54	2457137.80	15.507464
4/25/15	7:23:54	2457137.81	57.710594
4/25/15	7:38:54	2457137.82	35.767975
4/25/15	7:53:54	2457137.83	0
4/25/15	8:08:54	2457137.84	0
4/25/15	8:23:54	2457137.85	0
4/25/15	8:38:54	2457137.86	0
4/25/15	8:53:54	2457137.87	0
4/25/15	9:08:54	2457137.88	0
4/25/15	9:23:54	2457137.89	0
4/25/15	9:38:54	2457137.90	0
4/25/15	9:53:54	2457137.91	0
4/25/15	10:08:54	2457137.92	0
4/25/15	10:23:54	2457137.93	0
4/25/15	10:38:54	2457137.94	2.983137
4/25/15	10:53:54	2457137.95	23.639397
4/25/15	11:08:54	2457137.96	46.629925
4/25/15	11:23:54	2457137.97	53.204762
4/25/15	11:38:54	2457137.99	52.206814
4/25/15	11:53:54	2457138.00	45.796291
4/25/15	12:08:54	2457138.01	31.084595
4/25/15	12:23:54	2457138.02	22.113146
4/25/15	12:38:54	2457138.03	4.351872
4/25/15	12:53:54	2457138.04	0
4/25/15	13:08:54	2457138.05	0
4/25/15	13:23:54	2457138.06	0
4/25/15	13:38:54	2457138.07	0
4/25/15	13:53:54	2457138.08	0
4/25/15	14:08:54	2457138.09	0
4/25/15	14:23:54	2457138.10	0
4/25/15	14:38:54	2457138.11	0
4/25/15	14:53:54	2457138.12	6.859262
4/25/15	15:08:54	2457138.13	21.895948
4/25/15	15:23:54	2457138.14	40.689198
4/25/15	15:38:54	2457138.15	0.976148
4/25/15	15:53:54	2457138.16	0
4/25/15	16:08:54	2457138.17	0
4/25/15	16:23:54	2457138.18	0
4/25/15	16:38:54	2457138.19	0
4/25/15	16:53:54	2457138.20	0
4/25/15	17:08:54	2457138.21	0
4/25/15	17:23:54	2457138.22	0
4/25/15	17:38:54	2457138.24	0
4/25/15	17:53:54	2457138.25	0
4/25/15	18:08:54	2457138.26	0
4/25/15	18:23:54	2457138.27	0
4/25/15	18:38:54	2457138.28	0
4/25/15	18:53:54	2457138.29	0
4/25/15	19:08:54	2457138.30	0
4/25/15	19:23:54	2457138.31	0
4/25/15	19:38:54	2457138.32	0
4/25/15	19:53:54	2457138.33	0
4/25/15	20:08:54	2457138.34	0
4/25/15	20:23:54	2457138.35	0
4/25/15	20:38:54	2457138.36	0
4/25/15	20:53:54	2457138.37	0
4/25/15	21:08:54	2457138.38	0
4/25/15	21:23:54	2457138.39	0
4/25/15	21:38:54	2457138.40	0
4/25/15	21:53:54	2457138.41	0
4/25/15	22:08:54	2457138.42	0
4/25/15	22:23:54	2457138.43	0
4/25/15	22:38:54	2457138.44	0
4/25/15	22:53:54	2457138.45	36.027203
4/25/15	23:08:54	2457138.46	68.833336
4/25/15	23:23:54	2457138.47	68.717545
4/25/15	23:38:54	2457138.49	99.957558
4/25/15	23:53:54	2457138.50	0
4/26/15	0:08:54	2457138.51	100
4/26/15	0:23:54	2457138.52	0
4/26/15	0:38:54	2457138.53	84.201248
4/26/15	0:53:54	2457138.54	17.706844
4/26/15	1:08:54	2457138.55	0
4/26/15	1:23:54	2457138.56	100
4/26/15	1:38:54	2457138.57	0
4/26/15	1:53:54	2457138.58	79.879807
4/26/15	2:08:54	2457138.59	83.436066
4/26/15	2:23:54	2457138.60	0
4/26/15	2:38:54	2457138.61	99.876251
4/26/15	2:53:54	2457138.62	0
4/26/15	3:08:54	2457138.63	34.845364
4/26/15	3:23:54	2457138.64	100
4/26/15	3:38:54	2457138.65	0
4/26/15	3:53:54	2457138.66	79.545204
4/26/15	4:08:54	2457138.67	100
4/26/15	4:23:54	2457138.68	0
4/26/15	4:38:54	2457138.69	99.734978
4/26/15	4:53:54	2457138.70	0
4/26/15	5:08:54	2457138.71	3.074254
4/26/15	5:23:54	2457138.72	100
4/26/15	5:38:54	2457138.74	0
4/26/15	5:53:54	2457138.75	70.119087
4/26/15	6:08:54	2457138.76	100
4/26/15	6:23:54	2457138.77	0
4/26/15	6:38:54	2457138.78	98.25045
4/26/15	6:53:54	2457138.79	33.644455
4/26/15	7:08:54	2457138.80	0
4/26/15	7:23:54	2457138.81	99.943062
4/26/15	7:38:54	2457138.82	0
4/26/15	7:53:54	2457138.83	0
4/26/15	8:08:54	2457138.84	0
4/26/15	8:23:54	2457138.85	0
4/26/15	8:38:54	2457138.86	35.349491
4/26/15	8:53:54	2457138.87	54.99139
4/26/15	9:08:54	2457138.88	45.384872
4/26/15	9:23:54	2457138.89	21.047363
4/26/15	9:38:54	2457138.90	3.59181
4/26/15	9:53:54	2457138.91	10.766711
4/26/15	10:08:54	2457138.92	19.958235
4/26/15	10:23:54	2457138.93	34.004341
4/26/15	10:38:54	2457138.94	45.509514
4/26/15	10:53:54	2457138.95	47.268612
4/26/15	11:08:54	2457138.96	41.855209
4/26/15	11:23:54	2457138.97	42.411259
4/26/15	11:38:54	2457138.99	35.614101
4/26/15	11:53:54	2457139.00	28.836998
4/26/15	12:08:54	2457139.01	21.17314
4/26/15	12:23:54	2457139.02	20.56329
4/26/15	12:38:54	2457139.03	23.323997
4/26/15	12:53:54	2457139.04	32.303535
4/26/15	13:08:54	2457139.05	11.510714
4/26/15	13:23:54	2457139.06	0
4/26/15	13:38:54	2457139.07	0
4/26/15	13:53:54	2457139.08	0
4/26/15	14:08:54	2457139.09	20.76494
4/26/15	14:23:54	2457139.10	38.36665
4/26/15	14:38:54	2457139.11	16.386711
4/26/15	14:53:54	2457139.12	0
4/26/15	15:08:54	2457139.13	0
4/26/15	15:23:54	2457139.14	19.901175
4/26/15	15:38:54	2457139.15	37.497917
4/26/15	15:53:54	2457139.16	11.348632
4/26/15	16:08:54	2457139.17	0
4/26/15	16:23:54	2457139.18	0
4/26/15	16:38:54	2457139.19	19.64954
4/26/15	16:53:54	2457139.20	35.500099
4/26/15	17:08:54	2457139.21	7.660887
4/26/15	17:23:54	2457139.22	0
4/26/15	17:38:54	2457139.24	0
4/26/15	17:53:54	2457139.25	13.190928
4/26/15	18:08:54	2457139.26	36.232368
4/26/15	18:23:54	2457139.27	22.493101
4/26/15	18:38:54	2457139.28	11.040124
4/26/15	18:53:54	2457139.29	0
4/26/15	19:08:54	2457139.30	0
4/26/15	19:23:54	2457139.31	0
4/26/15	19:38:54	2457139.32	0
4/26/15	19:53:54	2457139.33	0
4/26/15	20:08:54	2457139.34	0
4/26/15	20:23:54	2457139.35	0
4/26/15	20:38:54	2457139.36	0
4/26/15	20:53:54	2457139.37	0
4/26/15	21:08:54	2457139.38	0
4/26/15	21:23:54	2457139.39	0
4/26/15	21:38:54	2457139.40	0
4/26/15	21:53:54	2457139.41	0
4/26/15	22:08:54	2457139.42	0
4/26/15	22:23:54	2457139.43	33.314186
4/26/15	22:38:54	2457139.44	0
4/26/15	22:53:54	2457139.45	0
4/26/15	23:08:54	2457139.46	0
4/26/15	23:23:54	2457139.47	0
4/26/15	23:38:54	2457139.49	0
4/26/15	23:53:54	2457139.50	0
4/27/15	0:08:54	2457139.51	0
4/27/15	0:23:54	2457139.52	0
4/27/15	0:38:54	2457139.53	0
4/27/15	0:53:54	2457139.54	0
4/27/15	1:08:54	2457139.55	0
4/27/15	1:23:54	2457139.56	0
4/27/15	1:38:54	2457139.57	0
4/27/15	1:53:54	2457139.58	0
4/27/15	2:08:55	2457139.59	0
4/27/15	2:23:55	2457139.60	0
4/27/15	2:38:55	2457139.61	0
4/27/15	2:53:55	2457139.62	0
4/27/15	3:08:55	2457139.63	0
4/27/15	3:23:55	2457139.64	0
4/27/15	3:38:55	2457139.65	0
4/27/15	3:53:55	2457139.66	0
4/27/15	4:08:55	2457139.67	0
4/27/15	4:23:55	2457139.68	0
4/27/15	4:38:55	2457139.69	0
4/27/15	4:53:55	2457139.70	0
4/27/15	5:08:55	2457139.71	0
4/27/15	5:23:55	2457139.72	0
4/27/15	5:38:55	2457139.74	0
4/27/15	5:53:55	2457139.75	0
4/27/15	6:08:55	2457139.76	0
4/27/15	6:23:55	2457139.77	0
4/27/15	6:38:55	2457139.78	0
4/27/15	6:53:55	2457139.79	0
4/27/15	7:08:55	2457139.80	0
4/27/15	7:23:55	2457139.81	0
4/27/15	7:38:55	2457139.82	2.846723
4/27/15	7:53:55	2457139.83	4.810464
4/27/15	8:08:55	2457139.84	11.811262
4/27/15	8:23:55	2457139.85	0
4/27/15	8:38:55	2457139.86	13.765521
4/27/15	8:53:55	2457139.87	17.049126
4/27/15	9:08:55	2457139.88	11.947915
4/27/15	9:23:55	2457139.89	13.024968
4/27/15	9:38:55	2457139.90	11.629791
4/27/15	9:53:55	2457139.91	13.589456
4/27/15	10:08:55	2457139.92	15.588096
4/27/15	10:23:55	2457139.93	14.735608
4/27/15	10:38:55	2457139.94	18.50169
4/27/15	10:53:55	2457139.95	18.594141
4/27/15	11:08:55	2457139.96	18.992836
4/27/15	11:23:55	2457139.97	14.999552
4/27/15	11:38:55	2457139.99	17.750965
