Date	Time	JD	PH_GEO.AH06B.CCO %
4/27/15	11:53:55	2457140.00	16.291895
4/27/15	12:08:55	2457140.01	16.087809
4/27/15	12:23:55	2457140.02	19.957022
4/27/15	12:38:55	2457140.03	20.298971
4/27/15	12:53:55	2457140.04	21.592323
4/27/15	13:08:55	2457140.05	17.560986
4/27/15	13:23:55	2457140.06	13.866629
4/27/15	13:38:55	2457140.07	18.684692
4/27/15	13:53:55	2457140.08	24.019777
4/27/15	14:08:55	2457140.09	16.271296
4/27/15	14:23:55	2457140.10	17.432964
4/27/15	14:38:55	2457140.11	24.893986
4/27/15	14:53:55	2457140.12	16.37921
4/27/15	15:08:55	2457140.13	21.405979
4/27/15	15:23:55	2457140.14	23.640781
4/27/15	15:38:55	2457140.15	15.445244
4/27/15	15:53:55	2457140.16	24.652033
4/27/15	16:08:55	2457140.17	20.695311
4/27/15	16:23:55	2457140.18	23.056286
4/27/15	16:38:55	2457140.19	20.005222
4/27/15	16:53:55	2457140.20	21.980455
4/27/15	17:08:55	2457140.21	24.084642
4/27/15	17:23:55	2457140.22	22.837593
4/27/15	17:38:55	2457140.24	22.203403
4/27/15	17:53:55	2457140.25	21.118656
4/27/15	18:08:55	2457140.26	23.317041
4/27/15	18:23:55	2457140.27	21.079103
4/27/15	18:38:55	2457140.28	21.977285
4/27/15	18:53:55	2457140.29	23.466629
4/27/15	19:08:55	2457140.30	21.791586
4/27/15	19:23:55	2457140.31	20.623154
4/27/15	19:38:55	2457140.32	16.903662
4/27/15	19:53:55	2457140.33	18.791656
4/27/15	20:08:55	2457140.34	15.612005
4/27/15	20:23:55	2457140.35	16.140392
4/27/15	20:38:55	2457140.36	14.316449
4/27/15	20:53:55	2457140.37	17.598082
4/27/15	21:08:55	2457140.38	17.329348
4/27/15	21:23:55	2457140.39	17.643705
4/27/15	21:38:55	2457140.40	13.556171
4/27/15	21:53:55	2457140.41	15.625086
4/27/15	22:08:55	2457140.42	17.372709
4/27/15	22:23:55	2457140.43	0
4/27/15	22:38:55	2457140.44	0
4/27/15	22:53:55	2457140.45	0
4/27/15	23:08:55	2457140.46	7.30399
4/27/15	23:23:55	2457140.47	22.951857
4/27/15	23:38:55	2457140.49	25.666571
4/27/15	23:53:55	2457140.50	43.741062
